id,date,title,upv,pv,ply,toc,atoc,cply,cpv,cupv
100016115,2017-02-13,Đảo Hải Tặc (900 Tập) (One Piece),8568,12736,37518,10012:18:04,00:16:12,1021464,300334,187035
100016115,2017-02-14,Đảo Hải Tặc (900 Tập) (One Piece),8783,12121,37319,10064:06:09,00:16:12,1058783,312455,195818
100016115,2017-02-15,Đảo Hải Tặc (900 Tập) (One Piece),8153,12323,38222,10224:20:06,00:16:12,1097005,324778,203971
100016115,2017-02-16,Đảo Hải Tặc (900 Tập) (One Piece),8152,13159,40933,10847:18:35,00:16:12,1137938,337937,212123
100016115,2017-02-17,Đảo Hải Tặc (900 Tập) (One Piece),8412,14048,43895,11478:09:34,00:15:36,1181833,351985,220535
100016115,2017-02-18,Đảo Hải Tặc (900 Tập) (One Piece),10635,18409,59156,15611:23:00,00:15:36,1240989,370394,231170
100016115,2017-02-19,Đảo Hải Tặc (900 Tập) (One Piece),10556,18940,59971,15858:18:48,00:15:36,1300960,389334,241726
100016115,2017-02-20,Đảo Hải Tặc (900 Tập) (One Piece),9364,14376,39617,10505:34:50,00:16:12,1340577,403710,251090
100016115,2017-02-21,Đảo Hải Tặc (900 Tập) (One Piece),9800,14080,42870,11359:40:51,00:15:36,1383447,417790,260890
100016115,2017-02-22,Đảo Hải Tặc (900 Tập) (One Piece),9058,13938,42246,11293:01:13,00:16:12,1425693,431728,269948
100016115,2017-02-23,Đảo Hải Tặc (900 Tập) (One Piece),8738,14383,43048,11354:05:01,00:15:36,1468741,446111,278686
100021020,2017-01-25,Tom & Jerry (24 tập),7996,10832,16415,7220:46:01,00:26:24,16415,10832,7996
100021020,2017-01-26,Tom & Jerry (24 tập),6342,8599,15207,7436:13:24,00:29:24,31622,19431,14338
100021020,2017-01-27,Tom & Jerry (24 tập),6333,8572,15201,7406:05:03,00:29:24,46823,28003,20671
100021020,2017-01-28,Tom & Jerry (24 tập),4202,5586,10101,5090:37:41,00:30:00,56924,33589,24873
100021020,2017-01-30,Tom & Jerry (24 tập),15877,23047,36066,17403:07:08,00:28:48,92990,56636,40750
100021020,2017-01-31,Tom & Jerry (24 tập),19110,27390,49028,25429:30:47,00:31:12,142018,84026,59860
100021020,2017-02-01,Tom & Jerry (24 tập),19249,26429,50688,26740:41:17,00:31:48,192706,110455,79109
100021020,2017-02-02,Tom & Jerry (24 tập),17874,24565,47318,25179:05:28,00:31:48,240024,135020,96983
100021020,2017-02-03,Tom & Jerry (24 tập),17624,24340,46787,24983:20:04,00:31:48,286811,159360,114607
100021020,2017-02-04,Tom & Jerry (24 tập),18555,25990,48222,25407:18:25,00:31:48,335033,185350,133162
100021020,2017-02-05,Tom & Jerry (24 tập),17578,24634,45459,23810:14:58,00:31:12,380492,209984,150740
100021020,2017-02-06,Tom & Jerry (24 tập),12356,16450,31586,17126:16:19,00:32:24,412078,226434,163096
100021020,2017-02-07,Tom & Jerry (24 tập),11907,15918,29719,15956:09:37,00:32:24,441797,242352,175003
100021020,2017-02-08,Tom & Jerry (24 tập),11794,15821,29991,16237:06:07,00:32:24,471788,258173,186797
100021020,2017-02-09,Tom & Jerry (24 tập),10655,14037,27660,15014:59:57,00:32:24,499448,272210,197452
100021020,2017-02-10,Tom & Jerry (24 tập),8822,11769,23054,12696:24:02,00:33:00,522502,283979,206274
100021020,2017-02-11,Tom & Jerry (24 tập),10329,14112,27114,14621:21:16,00:32:24,549616,298091,216603
100021020,2017-02-12,Tom & Jerry (24 tập),9916,13458,25400,13487:56:05,00:31:48,575016,311549,226519
100021020,2017-02-13,Tom & Jerry (24 tập),6516,8628,16467,9021:50:26,00:33:00,591483,320177,233035
100021020,2017-02-14,Tom & Jerry (24 tập),6180,8195,15318,8313:11:43,00:32:24,606801,328372,239215
100021020,2017-02-15,Tom & Jerry (24 tập),5376,7130,13751,7513:46:36,00:33:00,620552,335502,244591
100021020,2017-02-16,Tom & Jerry (24 tập),5228,6927,12687,6825:06:05,00:32:24,633239,342429,249819
100021020,2017-02-17,Tom & Jerry (24 tập),5733,7733,13925,7430:56:02,00:31:48,647164,350162,255552
100021020,2017-02-18,Tom & Jerry (24 tập),6819,9168,17114,9063:03:48,00:31:48,664278,359330,262371
100021020,2017-02-19,Tom & Jerry (24 tập),6117,8333,15381,8173:18:30,00:31:48,679659,367663,268488
100021020,2017-02-20,Tom & Jerry (24 tập),5225,6991,12657,6578:45:10,00:31:12,692316,374654,273713
100021020,2017-02-21,Tom & Jerry (24 tập),4642,6163,11276,5988:09:40,00:31:48,703592,380817,278355
100021020,2017-02-22,Tom & Jerry (24 tập),5018,6686,11700,6127:11:23,00:31:12,715292,387503,283373
100021020,2017-02-23,Tom & Jerry (24 tập),4605,6267,11361,6054:21:53,00:31:48,726653,393770,287978
100021362,2017-02-04,Trả Thù Đàn Ông (Girls Against Boys),14314,28225,16268,11699:54:42,00:43:12,16268,28225,14314
100021362,2017-02-05,Trả Thù Đàn Ông (Girls Against Boys),9555,18555,10739,7786:20:03,00:43:48,27007,46780,23869
100021362,2017-02-06,Trả Thù Đàn Ông (Girls Against Boys),6143,11046,6872,5331:56:50,00:46:48,33879,57826,30012
100021362,2017-02-07,Trả Thù Đàn Ông (Girls Against Boys),3481,6297,3871,2956:14:00,00:45:36,37750,64123,33493
100023237,2017-02-14,Cô Gái Bá Đạo (Lady Furious),11851,29853,12833,7775:29:43,00:36:36,12833,29853,11851
100023237,2017-02-15,Cô Gái Bá Đạo (Lady Furious),6756,16668,7183,4159:17:51,00:34:48,20016,46521,18607
100023237,2017-02-16,Cô Gái Bá Đạo (Lady Furious),4442,10765,4700,2727:10:10,00:34:48,24716,57286,23049
100024525,2017-02-19,Đồng Tiền Máu (Blood Money),4968,8487,5511,5058:40:16,00:55:12,5511,8487,4968
100024525,2017-02-20,Đồng Tiền Máu (Blood Money),8320,17576,9493,9356:03:09,00:59:24,15004,26063,13288
100024525,2017-02-21,Đồng Tiền Máu (Blood Money),9801,18174,11152,11975:02:10,01:04:12,26156,44237,23089
100024525,2017-02-22,Đồng Tiền Máu (Blood Money),6037,10911,6890,7660:42:32,01:06:36,33046,55148,29126
100024525,2017-02-23,Đồng Tiền Máu (Blood Money),4256,7911,4807,5229:38:42,01:05:24,37853,63059,33382
100024598,2017-01-25,Đường Cong Quyến Rũ (Borderline),15778,25213,21382,19096:32:07,00:53:24,21382,25213,15778
100024598,2017-01-26,Đường Cong Quyến Rũ (Borderline),10328,16385,13853,12146:21:11,00:52:48,35235,41598,26106
100024598,2017-01-27,Đường Cong Quyến Rũ (Borderline),6715,10164,8896,7700:48:39,00:52:12,44131,51762,32821
100024598,2017-01-28,Đường Cong Quyến Rũ (Borderline),7156,11376,9501,8122:51:29,00:51:00,53632,63138,39977
100024598,2017-01-29,Đường Cong Quyến Rũ (Borderline),7789,12815,10374,9016:16:40,00:52:12,64006,75953,47766
100024598,2017-01-30,Đường Cong Quyến Rũ (Borderline),6281,10069,8243,7339:55:51,00:53:24,72249,86022,54047
100024598,2017-01-31,Đường Cong Quyến Rũ (Borderline),5868,9208,7637,6958:47:26,00:54:36,79886,95230,59915
100024598,2017-02-01,Đường Cong Quyến Rũ (Borderline),6286,9758,8215,7310:20:07,00:53:24,88101,104988,66201
100024598,2017-02-02,Đường Cong Quyến Rũ (Borderline),6399,9853,8203,7437:06:10,00:54:36,96304,114841,72600
100024598,2017-02-03,Đường Cong Quyến Rũ (Borderline),5790,8952,7362,6476:46:32,00:52:48,103666,123793,78390
100024598,2017-02-04,Đường Cong Quyến Rũ (Borderline),5457,8512,7094,6107:19:53,00:51:36,110760,132305,83847
100024598,2017-02-05,Đường Cong Quyến Rũ (Borderline),4761,7450,6866,5492:06:34,00:48:00,117626,139755,88608
100024598,2017-02-06,Đường Cong Quyến Rũ (Borderline),5347,8089,6903,6091:45:34,00:52:48,124529,147844,93955
100024598,2017-02-07,Đường Cong Quyến Rũ (Borderline),4795,7137,6014,5426:20:24,00:54:00,130543,154981,98750
100024598,2017-02-08,Đường Cong Quyến Rũ (Borderline),4549,6847,5675,5035:18:48,00:53:24,136218,161828,103299
100024598,2017-02-09,Đường Cong Quyến Rũ (Borderline),4292,6537,5346,4803:08:43,00:54:00,141564,168365,107591
100031853,2017-01-25,Bạn Muốn Hẹn Hò,5205,6299,17823,7313:37:42,00:24:36,17823,6299,5205
100031853,2017-01-29,Bạn Muốn Hẹn Hò,5365,8284,18095,7038:47:41,00:23:24,35918,14583,10570
100031853,2017-01-30,Bạn Muốn Hẹn Hò,7596,10562,25115,9882:08:54,00:23:24,61033,25145,18166
100031853,2017-01-31,Bạn Muốn Hẹn Hò,7233,9252,25708,10224:55:31,00:24:00,86741,34397,25399
100031853,2017-02-01,Bạn Muốn Hẹn Hò,6206,7757,24092,9727:18:31,00:24:00,110833,42154,31605
100031853,2017-02-02,Bạn Muốn Hẹn Hò,6041,7779,23095,9308:30:51,00:24:00,133928,49933,37646
100031853,2017-02-03,Bạn Muốn Hẹn Hò,6914,9649,25807,10251:12:19,00:24:00,159735,59582,44560
100031853,2017-02-04,Bạn Muốn Hẹn Hò,6712,9419,26210,10588:07:05,00:24:00,185945,69001,51272
100031853,2017-02-05,Bạn Muốn Hẹn Hò,7117,9479,25493,10173:03:16,00:24:00,211438,78480,58389
100031853,2017-02-06,Bạn Muốn Hẹn Hò,7286,9128,25632,10263:37:01,00:24:00,237070,87608,65675
100031853,2017-02-07,Bạn Muốn Hẹn Hò,7152,8813,25451,10306:06:30,00:24:00,262521,96421,72827
100031853,2017-02-08,Bạn Muốn Hẹn Hò,6247,7798,23772,9554:57:10,00:24:00,286293,104219,79074
100031853,2017-02-09,Bạn Muốn Hẹn Hò,6236,8479,24341,9721:41:35,00:24:00,310634,112698,85310
100031853,2017-02-10,Bạn Muốn Hẹn Hò,6759,9645,26780,10656:04:24,00:24:00,337414,122343,92069
100031853,2017-02-11,Bạn Muốn Hẹn Hò,6047,8664,24233,9505:30:55,00:23:24,361647,131007,98116
100031853,2017-02-12,Bạn Muốn Hẹn Hò,6117,8191,22666,9002:18:25,00:24:00,384313,139198,104233
100031853,2017-02-13,Bạn Muốn Hẹn Hò,6978,8725,23857,9656:14:46,00:24:00,408170,147923,111211
100031853,2017-02-14,Bạn Muốn Hẹn Hò,8154,10620,28336,11367:22:52,00:24:00,436506,158543,119365
100031853,2017-02-15,Bạn Muốn Hẹn Hò,8760,11863,32096,12718:03:05,00:24:00,468602,170406,128125
100031853,2017-02-16,Bạn Muốn Hẹn Hò,6834,9044,27669,11150:11:35,00:24:00,496271,179450,134959
100031853,2017-02-17,Bạn Muốn Hẹn Hò,5896,7911,24914,10043:10:06,00:24:00,521185,187361,140855
100031853,2017-02-18,Bạn Muốn Hẹn Hò,7122,11119,27337,10818:56:07,00:24:00,548522,198480,147977
100031853,2017-02-19,Bạn Muốn Hẹn Hò,8581,12282,30442,11971:26:40,00:23:24,578964,210762,156558
100031853,2017-02-20,Bạn Muốn Hẹn Hò,8927,11742,32517,12659:56:19,00:23:24,611481,222504,165485
100031853,2017-02-21,Bạn Muốn Hẹn Hò,9171,12076,31724,12663:26:31,00:24:00,643205,234580,174656
100031853,2017-02-22,Bạn Muốn Hẹn Hò,9810,14221,34894,13742:21:47,00:23:24,678099,248801,184466
100031853,2017-02-23,Bạn Muốn Hẹn Hò,7820,11038,30980,12342:27:55,00:24:00,709079,259839,192286
100032377,2017-02-19,Mỹ Nhân Thượng Võ (Kick Ass Girls),13731,31657,14897,8690:38:51,00:34:48,14897,31657,13731
100032377,2017-02-20,Mỹ Nhân Thượng Võ (Kick Ass Girls),7289,15836,7830,4622:39:59,00:35:24,22727,47493,21020
100032377,2017-02-21,Mỹ Nhân Thượng Võ (Kick Ass Girls),4077,8580,4354,2694:50:37,00:37:12,27081,56073,25097
100036742,2017-02-14,Top Hits Sơn Tùng M-TP,5363,8968,23794,1498:56:50,00:03:36,23794,8968,5363
100036742,2017-02-15,Top Hits Sơn Tùng M-TP,7761,12506,34808,2212:29:15,00:03:36,58602,21474,13124
100036742,2017-02-16,Top Hits Sơn Tùng M-TP,8277,12901,37478,2411:30:34,00:03:36,96080,34375,21401
100036742,2017-02-17,Top Hits Sơn Tùng M-TP,8570,13258,39232,2523:17:07,00:03:36,135312,47633,29971
100036742,2017-02-18,Top Hits Sơn Tùng M-TP,9335,14573,43569,2747:13:39,00:03:36,178881,62206,39306
100036742,2017-02-19,Top Hits Sơn Tùng M-TP,9325,14253,43547,2783:49:13,00:03:36,222428,76459,48631
100036742,2017-02-20,Top Hits Sơn Tùng M-TP,6239,9256,28184,1809:21:44,00:03:36,250612,85715,54870
100036742,2017-02-21,Top Hits Sơn Tùng M-TP,6212,9014,27841,1783:30:55,00:03:36,278453,94729,61082
100036742,2017-02-22,Top Hits Sơn Tùng M-TP,6287,9294,28993,1862:03:55,00:03:36,307446,104023,67369
100036742,2017-02-23,Top Hits Sơn Tùng M-TP,5893,8830,26138,1693:40:36,00:03:36,333584,112853,73262
100040358,2017-01-25,Naruto (Phần 2) (Naruto Shippuuden),4275,8845,21231,5433:21:21,00:15:36,21231,8845,4275
100040358,2017-01-26,Naruto (Phần 2) (Naruto Shippuuden),3768,8224,19676,4873:15:09,00:15:00,40907,17069,8043
100040358,2017-02-02,Naruto (Phần 2) (Naruto Shippuuden),4240,7856,18960,4906:12:32,00:15:36,59867,24925,12283
100040358,2017-02-03,Naruto (Phần 2) (Naruto Shippuuden),4841,7481,20186,5311:34:31,00:15:36,80053,32406,17124
100040358,2017-02-04,Naruto (Phần 2) (Naruto Shippuuden),4525,7869,21466,5645:58:01,00:15:36,101519,40275,21649
100040358,2017-02-05,Naruto (Phần 2) (Naruto Shippuuden),4795,8212,21839,5648:44:19,00:15:36,123358,48487,26444
100040358,2017-02-06,Naruto (Phần 2) (Naruto Shippuuden),3984,5966,15561,3978:40:22,00:15:36,138919,54453,30428
100040358,2017-02-13,Naruto (Phần 2) (Naruto Shippuuden),3883,5887,14154,3667:21:48,00:15:36,153073,60340,34311
100040358,2017-02-19,Naruto (Phần 2) (Naruto Shippuuden),5089,9627,24438,6151:28:49,00:15:00,177511,69967,39400
100040358,2017-02-20,Naruto (Phần 2) (Naruto Shippuuden),4660,7298,18877,4704:48:14,00:15:00,196388,77265,44060
100042006,2017-02-09,Trinh Tiết Tuổi 18 (18 Year Old Virgin),5051,7945,6354,4983:08:17,00:46:48,6354,7945,5051
100042006,2017-02-10,Trinh Tiết Tuổi 18 (18 Year Old Virgin),8683,14374,11028,8369:49:50,00:45:36,17382,22319,13734
100042006,2017-02-11,Trinh Tiết Tuổi 18 (18 Year Old Virgin),7427,12572,9365,7156:22:32,00:45:36,26747,34891,21161
100042006,2017-02-12,Trinh Tiết Tuổi 18 (18 Year Old Virgin),6141,10426,8413,5898:22:34,00:42:00,35160,45317,27302
100042006,2017-02-13,Trinh Tiết Tuổi 18 (18 Year Old Virgin),5845,9653,7535,5667:05:22,00:45:00,42695,54970,33147
100042006,2017-02-14,Trinh Tiết Tuổi 18 (18 Year Old Virgin),5202,8458,6398,4973:57:58,00:46:48,49093,63428,38349
100042006,2017-02-15,Trinh Tiết Tuổi 18 (18 Year Old Virgin),4671,7618,5771,4503:07:49,00:46:48,54864,71046,43020
100042006,2017-02-16,Trinh Tiết Tuổi 18 (18 Year Old Virgin),4047,6793,4944,3881:47:57,00:47:24,59808,77839,47067
100042006,2017-02-23,Trinh Tiết Tuổi 18 (18 Year Old Virgin),4658,8308,5768,4356:03:14,00:45:36,65576,86147,51725
100042170,2017-02-04,Cô Bé Siêu Quậy Và Chú Gấu Xiếc (Phần 2) (27 Tập),4153,6285,35897,3634:34:24,00:06:00,35897,6285,4153
100042170,2017-02-06,Cô Bé Siêu Quậy Và Chú Gấu Xiếc (Phần 2) (27 Tập),3724,5398,32487,3305:01:17,00:06:00,68384,11683,7877
100042170,2017-02-07,Cô Bé Siêu Quậy Và Chú Gấu Xiếc (Phần 2) (27 Tập),3597,5224,30440,3102:13:42,00:06:00,98824,16907,11474
100042170,2017-02-08,Cô Bé Siêu Quậy Và Chú Gấu Xiếc (Phần 2) (27 Tập),3564,5234,31610,3217:32:27,00:06:00,130434,22141,15038
100042170,2017-02-09,Cô Bé Siêu Quậy Và Chú Gấu Xiếc (Phần 2) (27 Tập),3593,5371,31222,3170:24:19,00:06:00,161656,27512,18631
100042170,2017-02-10,Cô Bé Siêu Quậy Và Chú Gấu Xiếc (Phần 2) (27 Tập),3758,5564,33157,3357:31:51,00:06:00,194813,33076,22389
100042170,2017-02-11,Cô Bé Siêu Quậy Và Chú Gấu Xiếc (Phần 2) (27 Tập),4793,7198,41380,4182:03:12,00:06:00,236193,40274,27182
100042170,2017-02-12,Cô Bé Siêu Quậy Và Chú Gấu Xiếc (Phần 2) (27 Tập),4872,7310,41936,4251:21:03,00:06:00,278129,47584,32054
100042170,2017-02-15,Cô Bé Siêu Quậy Và Chú Gấu Xiếc (Phần 2) (27 Tập),3836,5673,32885,3348:59:12,00:06:00,311014,53257,35890
100042170,2017-02-17,Cô Bé Siêu Quậy Và Chú Gấu Xiếc (Phần 2) (27 Tập),4188,6106,34515,3500:33:21,00:06:00,345529,59363,40078
100042170,2017-02-18,Cô Bé Siêu Quậy Và Chú Gấu Xiếc (Phần 2) (27 Tập),5291,7969,43926,4438:30:10,00:06:00,389455,67332,45369
100042170,2017-02-19,Cô Bé Siêu Quậy Và Chú Gấu Xiếc (Phần 2) (27 Tập),5196,7751,42963,4336:02:52,00:06:00,432418,75083,50565
100042170,2017-02-20,Cô Bé Siêu Quậy Và Chú Gấu Xiếc (Phần 2) (27 Tập),4471,6510,36965,3733:49:04,00:06:00,469383,81593,55036
100042170,2017-02-21,Cô Bé Siêu Quậy Và Chú Gấu Xiếc (Phần 2) (27 Tập),4224,6202,35048,3560:13:13,00:06:00,504431,87795,59260
100042170,2017-02-22,Cô Bé Siêu Quậy Và Chú Gấu Xiếc (Phần 2) (27 Tập),4499,6482,37291,3789:49:56,00:06:00,541722,94277,63759
100042170,2017-02-23,Cô Bé Siêu Quậy Và Chú Gấu Xiếc (Phần 2) (27 Tập),4227,6117,34368,3456:20:56,00:06:00,576090,100394,67986
100043244,2017-01-26,Thử Thách Thần Tượng,3806,6502,13849,7684:07:53,00:33:00,13849,6502,3806
100043244,2017-01-31,Thử Thách Thần Tượng,3416,5760,12826,7541:05:24,00:35:24,26675,12262,7222
100043244,2017-02-03,Thử Thách Thần Tượng,3942,6619,14681,8644:44:43,00:35:24,41356,18881,11164
100043244,2017-02-04,Thử Thách Thần Tượng,4174,6944,15644,9517:31:17,00:36:36,57000,25825,15338
100043244,2017-02-06,Thử Thách Thần Tượng,4949,6516,13508,9420:50:33,00:42:00,70508,32341,20287
100043244,2017-02-07,Thử Thách Thần Tượng,5198,6787,13571,9578:07:08,00:42:36,84079,39128,25485
100043244,2017-02-08,Thử Thách Thần Tượng,4952,6601,13363,9296:35:43,00:42:00,97442,45729,30437
100043244,2017-02-09,Thử Thách Thần Tượng,5337,8078,14347,9428:35:55,00:39:36,111789,53807,35774
100043244,2017-02-10,Thử Thách Thần Tượng,5701,9032,14837,9586:17:54,00:39:00,126626,62839,41475
100043244,2017-02-11,Thử Thách Thần Tượng,5356,8210,15861,10337:53:37,00:39:00,142487,71049,46831
100043244,2017-02-12,Thử Thách Thần Tượng,5301,7928,16860,10592:24:51,00:37:48,159347,78977,52132
100043244,2017-02-13,Thử Thách Thần Tượng,3856,6019,10966,6691:43:49,00:36:36,170313,84996,55988
100043244,2017-02-14,Thử Thách Thần Tượng,3981,7059,11330,6983:49:33,00:37:12,181643,92055,59969
100043244,2017-02-15,Thử Thách Thần Tượng,4687,6880,12750,8198:46:53,00:38:24,194393,98935,64656
100043244,2017-02-16,Thử Thách Thần Tượng,5358,7291,14057,9234:31:43,00:39:36,208450,106226,70014
100043244,2017-02-17,Thử Thách Thần Tượng,5203,7374,13541,9017:39:47,00:40:12,221991,113600,75217
100043244,2017-02-18,Thử Thách Thần Tượng,6230,10003,17438,10888:18:05,00:37:12,239429,123603,81447
100043244,2017-02-19,Thử Thách Thần Tượng,6869,11056,21613,12922:53:15,00:36:00,261042,134659,88316
100043244,2017-02-20,Thử Thách Thần Tượng,4852,8048,13856,8347:24:36,00:36:00,274898,142707,93168
100043244,2017-02-21,Thử Thách Thần Tượng,5828,9064,14942,9149:59:01,00:36:36,289840,151771,98996
100043244,2017-02-22,Thử Thách Thần Tượng,6286,9492,15258,9474:27:54,00:37:12,305098,161263,105282
100043244,2017-02-23,Thử Thách Thần Tượng,5677,9054,14723,9062:16:56,00:37:12,319821,170317,110959
100044461,2017-02-18,Siêu Nhân Gao (51 tập),7598,14476,22152,6505:25:04,00:17:24,22152,14476,7598
100044461,2017-02-19,Siêu Nhân Gao (51 tập),15910,31066,58484,18423:48:56,00:19:12,80636,45542,23508
100044461,2017-02-20,Siêu Nhân Gao (51 tập),11043,20580,40531,13069:14:43,00:19:12,121167,66122,34551
100044461,2017-02-21,Siêu Nhân Gao (51 tập),9452,16868,36472,11790:21:28,00:19:12,157639,82990,44003
100044461,2017-02-22,Siêu Nhân Gao (51 tập),9244,16558,35934,11729:30:53,00:19:48,193573,99548,53247
100044461,2017-02-23,Siêu Nhân Gao (51 tập),7044,12625,28173,9108:31:29,00:19:12,221746,112173,60291
100047357,2017-01-25,Shin - Cậu Bé Bút Chì (Phần 1) (104 Tập),17446,23421,78876,26057:54:43,00:19:48,78876,23421,17446
100047357,2017-01-26,Shin - Cậu Bé Bút Chì (Phần 1) (104 Tập),15907,21382,71603,23628:50:43,00:19:48,150479,44803,33353
100047357,2017-01-27,Shin - Cậu Bé Bút Chì (Phần 1) (104 Tập),16046,21602,68463,22133:38:47,00:19:12,218942,66405,49399
100047357,2017-01-28,Shin - Cậu Bé Bút Chì (Phần 1) (104 Tập),11688,15041,47265,15510:28:33,00:19:48,266207,81446,61087
100047357,2017-01-29,Shin - Cậu Bé Bút Chì (Phần 1) (104 Tập),10974,14638,47280,15368:59:44,00:19:48,313487,96084,72061
100047357,2017-01-30,Shin - Cậu Bé Bút Chì (Phần 1) (104 Tập),10972,14398,48875,16236:33:50,00:19:48,362362,110482,83033
100047357,2017-01-31,Shin - Cậu Bé Bút Chì (Phần 1) (104 Tập),12053,15783,55303,18429:36:34,00:19:48,417665,126265,95086
100047357,2017-02-01,Shin - Cậu Bé Bút Chì (Phần 1) (104 Tập),13473,17936,63052,20979:23:38,00:19:48,480717,144201,108559
100047357,2017-02-02,Shin - Cậu Bé Bút Chì (Phần 1) (104 Tập),13478,17954,64164,21498:23:03,00:20:24,544881,162155,122037
100047357,2017-02-03,Shin - Cậu Bé Bút Chì (Phần 1) (104 Tập),14077,18774,65030,21765:50:07,00:19:48,609911,180929,136114
100047357,2017-02-04,Shin - Cậu Bé Bút Chì (Phần 1) (104 Tập),16514,22213,76324,25429:34:51,00:19:48,686235,203142,152628
100047357,2017-02-05,Shin - Cậu Bé Bút Chì (Phần 1) (104 Tập),16255,21747,74284,24546:28:23,00:19:48,760519,224889,168883
100047357,2017-02-06,Shin - Cậu Bé Bút Chì (Phần 1) (104 Tập),11354,14511,50498,16993:19:31,00:20:24,811017,239400,180237
100047357,2017-02-07,Shin - Cậu Bé Bút Chì (Phần 1) (104 Tập),11288,14365,48053,16111:06:21,00:20:24,859070,253765,191525
100047357,2017-02-08,Shin - Cậu Bé Bút Chì (Phần 1) (104 Tập),11309,14515,48235,16200:19:10,00:20:24,907305,268280,202834
100047357,2017-02-09,Shin - Cậu Bé Bút Chì (Phần 1) (104 Tập),11277,14426,48373,16272:03:28,00:20:24,955678,282706,214111
100047357,2017-02-10,Shin - Cậu Bé Bút Chì (Phần 1) (104 Tập),12038,15692,52076,17433:59:04,00:19:48,1007754,298398,226149
100047357,2017-02-11,Shin - Cậu Bé Bút Chì (Phần 1) (104 Tập),16671,22601,75728,25121:51:58,00:19:48,1083482,320999,242820
100047357,2017-02-12,Shin - Cậu Bé Bút Chì (Phần 1) (104 Tập),16614,22265,76047,25077:41:26,00:19:48,1159529,343264,259434
100047357,2017-02-13,Shin - Cậu Bé Bút Chì (Phần 1) (104 Tập),11377,14486,48526,16313:47:19,00:20:24,1208055,357750,270811
100047357,2017-02-14,Shin - Cậu Bé Bút Chì (Phần 1) (104 Tập),11172,14194,45969,15327:33:53,00:19:48,1254024,371944,281983
100047357,2017-02-15,Shin - Cậu Bé Bút Chì (Phần 1) (104 Tập),11352,14445,47735,15911:30:06,00:19:48,1301759,386389,293335
100047357,2017-02-16,Shin - Cậu Bé Bút Chì (Phần 1) (104 Tập),11421,14608,47625,15887:41:51,00:19:48,1349384,400997,304756
100047357,2017-02-17,Shin - Cậu Bé Bút Chì (Phần 1) (104 Tập),12416,16146,51623,17043:44:40,00:19:48,1401007,417143,317172
